Title,Success
 Germany; Feld,Journal Not Found
Measurement of the charge asymmetry in top quark pair production in pp collisions at s =8 TeV using a template method,16.5
 L.,Journal Not Found
Multi-modal vibration amplitudes of taut inclined cables due to direct and/or parametric excitation,13.7
"Iconic gestures for robot avatars, recognition and integration with speech",8.71
An evaluation of a multi-component adult weight management on referral intervention in a community setting,7.04
Rehabilitation following carpal tunnel release,17.03
A shape-anisotropic reflective polarizer in a stomatopod crustacean,13.86
A shortcut through the Coulomb gas method for spectral linear statistics on random matrices,13.24
Aerobiology over antarctica - A new initiative for atmospheric ecology,20.69
Kondo destruction in heavy fermion quantum criticality and the photoemission spectrum of YbRh2Si2,10.47
Non-equilibrium behaviour in coacervate-based protocells under electric-field-induced excitation,31.91
Mass dependent fractionation of stable chromium isotopes in mare basalts: Implications for the formation and the differentiation of the Moon,23.35
Cyclin-dependent kinase 2 protects podocytes from apoptosis,12.86
Contribution of postsynaptic T-type calcium channels to parallel fibre-Purkinje cell synaptic responses,9.94
Tandem Allylboration-Prins Reaction for the Rapid Construction of Substituted Tetrahydropyrans: Application to the Total Synthesis of (-)-Clavosolide A,29.81
Evaluating the clinical and cost effectiveness of a behaviour change intervention for lowering cardiovascular disease risk for people with severe mental illnesses in primary care (PRIMROSE study): Study protocol for a cluster randomised controlled trial,8.67
"How Italian Football Creates Italians: The 1982 World Cup, the ‘Pertini Myth’ and Italian National Identity",1.89
Particle creation and annihilation at interior boundaries: One-dimensional models,5.24
"Improved end-member characterisation of modern organic matter pools in the Ohrid Basin (Albania, Macedonia) and evaluation of new palaeoenvironmental proxies",20.46
"What is positive youth development and how might it reduce substance use and violence? A systematic review and synthesis of theoretical literature Health behavior, health promotion and society",12.16
The transverse momentum dependence of charged kaon Bose-Einstein correlations in the SELEX experiment,8.37
 RWTH Aachen University,Journal Not Found
Search for exotic decays of a Higgs boson into undetectable particles and one or more photons,7.5
 A.,Journal Not Found
Search for a Higgs boson decaying into γ*γ→ℓℓγ with low dilepton mass in pp collisions at √s=8 TeV,7.5
 Georgia; Tsamalaidze,Journal Not Found
Impact of high CO2 on the geochemistry of the coralline algae Lithothamnion glaciale,16.86
Immunologic response in treatment-naïve HIV-2-infected patients: The IeDEA West Africa cohort,10.01
The impact of proprotein convertase subtilisin-kexin type 9 serine protease inhibitors on lipid levels and outcomes in patients with primary hypercholesterolaemia: A network meta-analysis,136.16
High-pressure dc glow discharges in hollow diamond cathodes,4.82
Refoldable foldamers: Global conformational switching by deletion or insertion of a single hydrogen bond,35.81
Impairing autophagy in retinal pigment epithelium leads to inflammasome activation and enhanced macrophage-mediated angiogenesis,20.86
Tilting and Tumbling in Transmembrane Anion Carriers: Activity Tuning through n-Alkyl Substitution,16.4
Anthropogenic noise increases fish mortality by predation,76.91
Measurement of the Top Quark Pair Production Cross Section in Proton-Proton Collisions at s =13 TeV,21.5
 Aachen,Journal Not Found
Technical Note: Testing an improved index for analysing storm discharge-concentration hysteresis,25.6
Utility of a novel biofeedback device for within-breath modulation of heart rate in rats: A quantitative comparison of vagus nerve vs. right atrial pacing,8.16
European public health policies for managing contacts of invasive meningococcal disease cases better harmonised in 2013 than in 2007,9.59
Mirtazapine added to selective serotonin reuptake inhibitors for treatment-resistant depression in primary care (MIR trial): Study protocol for a randomised controlled trial,5.67
Assessing the effectiveness of enhanced psychological care for patients with depressive symptoms attending cardiac rehabilitation compared with treatment as usual (CADENCE): Study protocol for a pilot cluster randomised controlled trial,12.67
"Distribution of Angiostrongylus vasorum and its gastropod intermediate hosts along the rural-urban gradient in two cities in the United Kingdom, using real time PCR",13.79
Quantitative phospho-proteomics reveals the Plasmodium merozoite triggers pre-invasion host kinase modification of the red cell cytoskeleton,21.86
Access and rational use of psychotropic medications in low-and middle-income countries,7.46
Machine learning to assist risk-of-bias assessments in systematic reviews,13.1
Plaque size is decreased but M1 macrophage polarization and rupture related metalloproteinase expression are maintained after deleting T-Bet in ApoE Null Mice,8.51
"Policy transfer, social pedagogy and children's residential care in England",5.16
A Systematic Review of Patient-reported Outcomes in Randomized Controlled Trials of Unplanned General Surgery,7.92
Crystal engineering: Co-crystals of cinnamic acid derivatives with a pyridyl derivative co-crystallizer,Journal Not Found
Help-seeking amongst women survivors of domestic violence: A qualitative study of pathways towards formal and informal support,22.73
Population density profiles of nasopharyngeal carriage of 5 bacterial species in pre-school children measured using quantitative PCR offer potential insights into the dynamics of transmission,11.46
"Serine-arginine protein kinase 1 (SRPK1), a determinant of angiogenesis, is upregulated in prostate cancer and correlates with disease stage and invasion",17.74
Understanding involvement in surgical orthopaedic randomized controlled trials: A qualitative study of patient and health professional views and experiences,5.16
Hyperglycaemia-induced chemoresistance in breast cancer cells: Role of the estrogen receptor,15.65
The choice between hip prosthetic bearing surfaces in total hip replacement: A protocol for a systematic review and network meta-analysis,8.02
"Sedimentological perspectives on climatic, atmospheric and environmental change in the neoproterozoic Era",27.71
G = E: What GWAS Can Tell Us about the Environment,33.07
Chronic fatigue syndrome at age 16 years,14.65
Psychosocial assessment of self-harm patients and risk of repeat presentation: An instrumental variable analysis using time of hospital presentation,14.51
"Using hysteresis analysis of high-resolution water quality monitoring data, including uncertainty, to infer controls on nutrient and sediment transfer in catchments",52.48
Activation of a synapse weakening pathway by human Val66 but not Met66 pro-brain-derived neurotrophic factor (proBDNF),15.32
Women are seen more than heard in online newspapers,13.51
Trajectories of pain and function after primary hip and knee arthroplasty: The adapt cohort study,20.51
"Randomised comparison of the effectiveness of the laryngeal mask airway supreme, i-gel and current practice in the initial airway management of out of hospital cardiac arrest: A feasibility study",21.57
"Development of a novel empirical framework for interpreting geological carbon isotope excursions, with implications for the rate of carbon injection across the PETM",22.27
Ethanol reversal of tolerance to the respiratory depressant effects of morphine,25.2
Logistical Factors Influencing Cold Ischemia Times in Deceased Donor Kidney Transplants,7.12
Sympathetic regulation of blood pressure in normotension and hypertension: when sex matters,24.92
Runoff- and erosion-driven transport of cattle slurry: Linking molecular tracers to hydrological processes,7.46
Rest Pain and Movement-Evoked Pain as Unique Constructs in Hip and Knee Replacements,21.2
Long-term effectiveness and cost-effectiveness of cognitive behavioural therapy as an adjunct to pharmacotherapy for treatment-resistant depression in primary care: Follow-up of the CoBalT randomised controlled trial,Journal Not Found
Better the donor you know? A qualitative study of renal patients' views on 'altruistic' live-donor kidney transplantation,12.88
The Greenland Ice Sheet as a hot spot of phosphorus weathering and export in the Arctic,48.63
High-Resolution Analysis of Coronavirus Gene Expression by RNA Sequencing and Ribosome Profiling,25.55
Improving the TanDEM-X Digital Elevation Model for flood modelling using flood extents from Synthetic Aperture Radar images,20.66
Keeping Pace with Your Eating: Visual Feedback Affects Eating Rate in Humans,4.51
The Impact of Transformational Leadership on Organizational Citizenship Behaviours: The Contingent Role of Public Service Motivation,19.73
Dominant male song performance reflects current immune state in a cooperatively breeding songbird,9.14
An experimental study of permeability development as a function of crystal-free melt viscosity,18.27
Stable chromium isotopic composition of meteorites and metal-silicate experiments: Implications for fractionation during core formation,28.27
"Childhood wheezing phenotypes influence asthma, lung function and exhaled nitric oxide fraction in adolescence",17.66
Dietary protein intake is associated with body mass index and weight up to 5 y of age in a prospective cohort of twins,28.12
A study of common Mendelian disease carriers across ageing British cohorts: meta-analyses reveal heterozygosity for alpha 1-antitrypsin deficiency increases respiratory capacity and height,11.96
Lost to the NHS: A mixed methods study of why GPS leave practice early in England,39.35
An epigenome-wide association meta-analysis of prenatal maternal stress in neonates: A model approach for replication,30.54
Clinical effectiveness and cost-effectiveness of collaborative care for depression in UK primary care (CADET): A cluster randomised controlled trial,14.08
Enzalutamide reduces the bone mass in the axial but not the appendicular skeleton in male mice,11.16
OPTIMA prelim: A randomised feasibility study of personalised care in the treatment of women with early breast cancer,23.08
Role of residues W228 and Y233 in the structure and activity of metallo-β-lactamase GIM-1,9.65
"Spatial and temporal Antarctic Ice Sheet mass trends, glacio-isostatic adjustment, and surface processes from a joint inversion of satellite altimeter, gravity, and GPS data",Journal Not Found
Genome-Wide Meta-Analysis of Cotinine Levels in Cigarette Smokers Identifies Locus at 4q13.2,20.86
Early life factors and inter-country heterogeneity in BMI growth trajectories of European children: The IDEFICS study,13.51
"Survival protein anoctamin-6 controls multiple platelet responses including phospholipid scrambling, swelling, and protein cleavage",24.03
Plant cell wall imaging by metabolic click-mediated labelling of rhamnogalacturonan II using azido 3-deoxy- d -manno-oct-2-ulosonic acid,26.51
Risk factors and impact of non-Aspergillus mold infections following allogeneic HCT: A CIBMTR infection and immune reconstitution analysis,11.11
Late midlife C-reactive protein and interleukin-6 in middle aged danish men in relation to body size history within and across generations,6.13
Association of Forced Vital Capacity with the Developmental Gene NCOR2,10.51
Hematopoietic Cell Transplantation Outcomes in Monosomal Karyotype Myeloid Malignancies,17.33
New loci for body fat percentage reveal link between adiposity and cardiometabolic disease risk,59.5
 Helsinki,Journal Not Found
Genome-wide meta-analysis uncovers novel loci influencing circulating leptin levels,56.91
Study of DsJ (*) + mesons decaying to D∗ +KS 0 and D*0K+ final states,2.5
 Santiago de Compostela,Journal Not Found
Angular analysis of the B0 → K*0μ+μ− decay using 3 fb−1 of integrated luminosity,230.5
 B.,Journal Not Found
The european hematology association roadmap for european hematology research: A consensus document,27.78
Search for W′ → tb in proton-proton collisions at √s = 8 TeV,4.5
 C.,Journal Not Found
Correlations between jets and charged particles in PbPb and pp collisions at sNN=2.76 TeV,23.5
 M.,Journal Not Found
Adolescent idiopathic scoliosis (AIS): A multifactorial cascade concept for pathogenesis and embryonic origin,Journal Not Found
"""It means you are grounded"" - Caregivers' perspectives on the rehabilitation of children with neurodisability in Malawi",10.38
Information transfer in gonadotropin-releasing hormone (GnRH) signaling: Extracellular signal-regulated kinase (ERK)-mediated feedback loops control hormone sensing,16.54
Reconstruction and identification of τ lepton decays to hadrons and ντ at CMS,31.5
 Aachen,Journal Not Found
Urodynamic function during sleep-like brain states in urethane anesthetized rats,10.92
Contrasting ring-opening propensities in UV-excited α-pyrone and coumarin,19.54
Clean subglacial access: Prospects for future deep hot-water drilling,10.27
Microbiology: Lessons from a first attempt at Lake Ellsworth,10.27
A microbial carbonate response in synchrony with the end-Triassic mass extinction across the SW UK,10.86
Systematic review to understand and improve care after stillbirth: A review of parents' and healthcare professionals' experiences,41.26
The Active for Life Year 5 (AFLY5) school-based cluster randomised controlled trial: Effect on potential mediators,8.16
"Effects of the pattern of glucocorticoid replacement on neural processing, emotional reactivity and well-being in healthy male individuals: Study protocol for a randomised controlled trial",4.67
Study of B Meson Production in p+Pb Collisions at √sNN = 5.02 TeV Using Exclusive Hadronic Decays,22.5
 Germany; Feld,Journal Not Found
Characterisation of Medipix3 silicon detectors in a charged-particle beam,3.73
Genetic associations at 53 loci highlight cell types and biological pathways relevant for kidney function,107.5
 Italy; Columbia University,Journal Not Found
nan,nan
 MA  02115,Journal Not Found
Length-Dependent Formation of Transmembrane Pores by 310-Helical α-Aminoisobutyric Acid Foldamers,37.55
Transient nature of cooperation by pay-it-forward reciprocity,6.86
Development and evaluation of the Andhra Pradesh Children and Parent Study Physical Activity Questionnaire (APCAPS-PAQ): A cross-sectional study,6.16
Quantum violation of the pigeonhole principle and the nature of quantum correlations,22.09
Search for vectorlike charge 2/3 T quarks in proton-proton collisions at √(s) = 8 TeV,48.5
 M.,Journal Not Found
The adsorption of fungal ice-nucleating proteins on mineral dusts: A terrestrial reservoir of atmospheric ice-nucleating particles,Journal Not Found
Controlling the assembly of coiled-coil peptide nanotubes,35.81
Calibration of channel depth and friction parameters in the LISFLOOD-FP hydraulic model using medium resolution SAR data,Journal Not Found
Role of OH variability in the stalling of the global atmospheric CH4 growth rate from 1999 to 2006,Journal Not Found
"Global and regional emissions estimates of 1,1-difluoroethane (HFC-152a, CH3CHF2) from in situ and air archive observations",18.94
Terrestrial biosphere changes over the last 120 kyr,14.98
Using data insertion with the NAME model to simulate the 8 May 2010 Eyjafjallajökull volcanic ash cloud,17.69
Genome-wide association study identifies common and low-frequency variants at the AMH gene locus that strongly predict serum AMH levels in males,11.81
Aptamer-MIP hybrid receptor for highly sensitive electrochemical detection of prostate specific antigen,78.33
Evolution of the single-mode Rayleigh-Taylor instability under the influence of time-dependent accelerations,8.64
Model-aided quantification of dissolved carbon and nitrogen release after windthrow disturbance in an Austrian karst system,20.46
PANasta Trial; Cattell Warren versus Blumgart techniques of panreatico-jejunostomy following pancreato-duodenectomy: Study protocol for a randomized controlled trial,10.67
"Multidisciplinary constraints of hydrothermal explosions based on the 2013 Gengissig lake events, Kverkfjöll volcano, Iceland",22.27
"The carbon cycle in Mexico: Past, present and future of C stocks and fluxes",12.46
Genome-wide association analysis identifies three new susceptibility loci for childhood body mass index,67.81
A meta-analysis of 120 246 individuals identifies 18 new loci for fibrinogen concentration,15.81
"""sometimes we can't fix things"": A qualitative study of health care professionals' perceptions of end of life care for patients with heart failure",9.87
Street View of the Cognitive Map,24.49
Guidelines for reporting embedded recruitment trials,18.67
Coordinated activation of distinct Ca2+ sources and metabotropic glutamate receptors encodes Hebbian synaptic plasticity,36.91
Texture analysis in gel electrophoresis images using an integrative kernel-based approach,9.86
"Electrical and network neuronal properties are preferentially disrupted in dorsal, but not ventral, medial entorhinal cortex in a mouse model of tauopathy",19.39
Chi hotspots trigger a conformational change in the helicase-like domain of AddAB to activate homologous recombination,16.34
Inhibition of diacylglycerol kinase α restores restimulation-induced cell death and reduces immunopathology in XLP-1,16.57
Are Astrocytes the Pressure-Reservoirs of Lactate in the Brain?,24.95
Effectiveness of needle/syringe programmes and opiate substitution therapy in preventing HCV transmission among people who inject drugs,25.03
The ins and outs of miRNA-mediated gene silencing during neuronal synaptic plasticity,Journal Not Found
Search for neutral MSSM Higgs bosons decaying to μ+μ- in pp collisions at √s=7 and 8 TeV,10.5
 S.,Journal Not Found
A search for pair production of new light bosons decaying into muons,31.5
 I. Physikalisches Institut,Journal Not Found
Effectiveness of a nurse-led intensive home-visitation programme for first-time teenage mothers (Building Blocks): A pragmatic randomised controlled trial,80.1
Search for resonant t t ¯ production in proton-proton collisions at s =8 TeV SEARCH for RESONANT t t ¯ PRODUCTION in ⋯ V. KHACHATRYAN et al.,25.5
 M.,Journal Not Found
"Implications for welfare, productivity and sustainability of the variation in reported levels of mortality for laying hen flocks kept in different housing systems: A meta-analysis of ten studies",12.51
Molecular and genetic control of plant thermomorphogenesis,72.21
An Association of Cancer Physicians' strategy for improving services and outcomes for cancer patients,Journal Not Found
A novel implantable catheter system with transcutaneous port for intermittent convection-enhanced delivery of carboplatin for recurrent glioblastoma,18.15
Carbohydrates as enantioinduction components in stereoselective catalysis,14.82
A review of the welfare impact on pinnipeds of plastic marine debris,Journal Not Found
"Ubiquitin C-Terminal hydrolase L1 (UCH-L1): Structure, distribution and roles in brain function and dysfunction",26.12
The reporting of treatment nonadherence and its associated impact on economic evaluations conducted alongside randomized trials: A systematic review,6.58
Does case management for patients with heart failure based in the community reduce unplanned hospital admissions? A systematic review and meta-analysis,8.09
Appetite and energy balancing,34.1
Intrapituitary mechanisms underlying the control of fertility: key players in seasonal breeding,5.56
Square-free values of reducible polynomials,Journal Not Found
The royal society of medicine open section’s medical humanities conference: Physician resilience and compassionate practice,1.97
"Mental capacity law, autonomy, and best interests: An argument for conceptual and practical clarity in the Court of Protection",9.47
Are three arteries better than two? Impact of using the radial artery in addition to bilateral internal thoracic artery grafting on long-term survival,15.29
Chronic hypoxia down-regulates tight junction protein ZO-2 expression in children with cyanotic congenital heart defect,Journal Not Found
The Hippo pathway mediates inhibition of vascular smooth muscle cell proliferation by cAMP,23.4
Quality of relationships as predictors of outcomes in people with dementia: A systematic review protocol,6.09
Synthesis and evaluation of a desymmetrised synthetic lectin: An approach to carbohydrate receptors with improved versatility,8.82
Platform Synthetic Lectins for Divalent Carbohydrate Recognition in Water,22.81
Measuring the degree of non-stationarity of a time series,Journal Not Found
Aluminum borate nanowires from the pyrolysis of polyaminoborane precursors,11.43
Copper-Catalyzed Borylation of Cyclic Sulfamidates: Access to Enantiomerically Pure (β-and γ-Amino­alkyl)boronic Esters,11.15
Synthesis and applications of rhodacyclopentanones derived from C-C bond activation,38.53
"Perceived duration increases with contrast, but only a little",4.71
Quantitative conversations: the importance of developing rapport in standardised interviewing,9.57
Over 75% incident-photon-to-current efficiency without solid electrodes,10.54
Pharmacodynamics of ceftolozane plus tazobactam studied in an In Vitro pharmacokinetic model of infection,12.65
Steady-state droplet size in montmorillonite stabilised emulsions,10.31
Direct comparison of 3-centre and 4-centre HBr elimination pathways in methyl-substituted vinyl bromides,5.54
Script in a Day intervention for individuals who are injecting opioids: A feasibility randomized control trial,2.92
A general expression for the reproductive value of information,11.5
Migration control: A distance compensation strategy in ants,6.17
Vestibular Schwannoma Presenting as Oral Dysgeusia: An Easily Missed Diagnosis,1.99
Neuromodulation of the feedforward dentate gyrus-CA3 microcircuit,8.81
A survey of psychological support provision for people with inflammatory arthritis in secondary care in England,10.59
Increasing compliance with low tidal volume ventilation in the ICU with two nudge-based interventions: Evaluation through intervention time-series analyses,10.09
Delivery and receipt of a self-determination-theory-based extracurricular physical activity intervention: Exploring theoretical fidelity in action 3:30,6.04
Positioning and aligning CNTs by external magnetic field to assist localised epoxy cure,Journal Not Found
Cohesive/adhesive failure interaction in ductile adhesive joints Part I: A smeared-crack model for cohesive failure,10.9
The PI3K/Akt pathway in tumors of endocrine tissues,Journal Not Found
NAP SACC UK: Protocol for a feasibility cluster randomised controlled trial in nurseries and at home to increase physical activity and healthy eating in children aged 2-4 years,9.09
Examining the changing profile of undernutrition in the context of food price rises and greater inequality,9.88
Digital methodology to implement the ECOUTER engagement process [version 1; referees: 2 approved],4.09
Zeroes of partial sums of the zeta-function,2.3
"Deep vein thrombosis resolution, recurrence and post-thrombotic syndrome: A prospective observational study protocol",Journal Not Found
Exploring Determinants of Attraction and Helpfulness of Online Product Review: A Consumer Behaviour Perspective,3.17
Problem drug use prevalence estimation revisited: Heterogeneity in capture-recapture and the role of external evidence,11.85
Ants determine their next move at rest: Motor planning and causality in complex systems,Journal Not Found
Misregulation of the proline rich homeodomain (PRH/HHEX) protein in cancer cells and its consequences for tumour growth and invasion,7.72
ω-3 fatty acids for major depressive disorder in adults: An abridged Cochrane review,24.09
Implications of gambling problems for family and interpersonal adjustment: Results from the Quinte Longitudinal Study,9.85
Prevention of brachial plexus injury - 12 years of shoulder dystocia training: An interrupted time-series study,46.39
"Specific PCR, bacterial culture, serology and pharyngeal sampling to enhance the aetiological diagnosis of cellulitis",4.61
A mixed-method study of pain management practice in a UK children’s hospital: Identification of barriers and developing strategies to maintain effective in-patient paediatric pain management,Journal Not Found
The increasing diversity of functions attributed to the SAFB family of RNA-/DNA-binding proteins,7.12
Electrophysiological recognition of an atrio-ventricular mahaim fibre pathway,Journal Not Found
Genetic markers as instrumental variables,16.85
A mitigation strategy for commercial aviation impact on NOx-related O3 change,5.69
Discontinuation and restarting in patients on statin treatment: Prospective open cohort study using a primary care database,34.01
An unusual mediastinal mass,2.93
"ROS, Cell Senescence, and Novel Molecular Mechanisms in Aging and Age-Related Diseases",81.14
"Divergent perceptions of new marine protected areas: Comparing legal consciousness in Scilly and Barra, UK",5.91
The effects of gamelike features and test location on cognitive test performance and participant enjoyment,5.88
Adaptive free energy sampling in multidimensional collective variable space using boxed molecular dynamics,10.53
Age effects and the influence of varying proportions of terrestrial and marine dietary protein on the stable nitrogen-isotope compositions of pig bone collagen and soft tissues from a controlled feeding experiment,Journal Not Found
"Rivastigmine for gait stability in patients with Parkinson's disease (ReSPonD): a randomised, double-blind, placebo-controlled, phase 2 trial",74.89
Mitigating the impact of Bats in historic churches: The response of Natterer's Bats Myotis nattereri to artificial roosts and deterrence,8.51
Low hepatitis B testing among migrants: A cross-sectional study in a UK city,6.35
Enhancing Radio Access Network Performance over LTE-A for Machine-to-Machine Communications under Massive Access,2.63
Hyperglycaemia and risk of adverse perinatal outcomes: Systematic review and meta-analysis,34.01
Cell biology and genetics of minimal change disease,10.09
Nutritional support in the intensive care unit,1.63
An adaptive response to uncertainty can lead to weight gain during dieting attempts,Journal Not Found
Using a biomimetic membrane surface experiment to investigate the activity of the magnetite biomineralisation protein Mms6,16.51
Color generalization across hue and saturation in chicks described by a simple (Bayesian) model,3.47
Using willingness-to-pay to establish patient preferences for cancer testing in primary care,4.65
Managing the screen-viewing behaviours of children aged 5-6 years: A qualitative analysis of parental strategies,11.09
"Modelling Feedback Excitation, Pacemaker Properties and Sensory Switching of Electrically Coupled Brainstem Neurons Controlling Rhythmic Activity",8.99
Simple vaginal trachelectomy as a fertility-sparing treatment to manage high-grade dyskaryosis following multiple large loop excision of the transformation zone,1.87
Domestic violence and mental health: A cross-sectional survey of women seeking help from domestic violence support services,Journal Not Found
Does family-centred neonatal discharge planning reduce healthcare usage? A before and after study in South West England,12.09
Low altitude unmanned aerial vehicle for characterising remediation effectiveness following the FDNPP accident,26.76
"Paleofluvial landscape inheritance for Jakobshavn Isbræ catchment, Greenland",11.01
Growth of nano-domains in Gd-CeO2 mixtures: Hybrid Monte Carlo simulations,19.11
Soluble Urokinase Receptors in Focal Segmental Glomerulosclerosis: A Review on the Scientific Point of View,17.87
Neural and endocranial anatomy of Triassic phytosaurian reptiles and convergence with fossil and modern crocodylians,11.88
Validating the use of hospital episode statistics data and comparison of costing methodologies for economic evaluation: An end-of-life case study from the cluster randomised triAl of PSA testing for prostate cancer (CAP),16.09
Factors influencing parents' decision-making when sending children with respiratory tract infections to nursery,2.92
"Characterising the microbiome of Corallina officinalis, a dominant calcified intertidal red alga",9.37
Computational modelling strategies for nonlinear response prediction of corroded circular RC bridge piers,8.6
Evaluation of an in-practice wet-chemistry analyzer using canine and feline serum samples,3.71
Comparison of Test Your Memory and Montreal Cognitive Assessment Measures in Parkinson's Disease,4.72
Hydrophilic nanoparticles stabilising mesophase curvature at low concentration but disrupting mesophase order at higher concentrations,10.31
Appetitive traits and food intake patterns in early life,19.12
Substructurability: The effect of interface location on a real-time dynamic substructuring test,9.89
Geometrically Nonlinear Aeroelastic Stability Analysis and Wind Tunnel Test Validation of a Very Flexible Wing,5.82
"Regio- and Stereoselective Homologation of 1,2-Bis(Boronic Esters): Stereocontrolled Synthesis of 1,3-Diols and Sch 725674",25.81
An exploration of the reactivity of singlet oxygen with biomolecular constituents,10.53
"Dome growth, collapse, and valley fill at Soufrière Hills Volcano, Montserrat, from 1995 to 2013: Contributions from satellite radar measurements of topographic change",10.42
On the sum of the square of a prime and a square-free number,2.3
H3P⋯AgI: Generation by laser-ablation and characterization by rotational spectroscopy and: Ab initio calculations,12.54
The ins and outs of the evolutionary origin of teeth,18.32
Refinement of a thermal threshold probe to prevent burns,5.02
ROBIS: A new tool to assess risk of bias in systematic reviews was developed,168.26
Variation in recent onset Parkinson's disease: Implications for prodromal detection,9.53
Community readiness for adolescents' overweight and obesity prevention is low in urban South Africa: a case study,6.16
The influence of the ligand chelate effect on iron-amine-catalysed Kumada cross-coupling,16.43
Efficacy and safety of long-acting β-agonist/long-acting muscarinic antagonist combinations in COPD: A network meta-analysis,45.6
Prospective investigation of video game use in children and subsequent conduct disorder and depression using data from the avon longitudinal study of parents and children,14.51
"Aminophobanes: Hydrolytic stability, tautomerism and application in Cr-catalysed ethene oligomerisation",12.43
Radiological assessment on interest areas on the sellafield nuclear site via unmanned aerial vehicle,11.53
Making the case for investment in public health: Experiences of Directors of Public Health in English local government,7.92
Flight loads prediction of high aspect ratio wing aircraft using multibody dynamics,4.53
Modest enhancements to conventional grassland diversity improve the provision of pollination services,25.34
"Protocol for a multicentre, parallel-Arm, 12-month, randomised, controlled trial of arthroscopic surgery versus conservative care for femoroacetabular impingement syndrome (FASHIoN)",8.09
Multipurpose prevention technologies for sexual and reproductive health: Mapping global needs for introduction of new preventive products,13.83
Phosphorylation of eIF2α on Threonine 169 is not required for Trypanosoma brucei cell cycle arrest during differentiation,5.59
Diamond-coated 'black silicon' as a promising material for high-surface-area electrochemical electrodes and antibacterial surfaces,23.45
"Inspiring the next generation of Cardiothoracic Surgeons: An easily reproducible, sustainable event increases UK undergraduate interest in the specialty",5.81
Rapid recovery following short-term acoustic disturbance in two fish species,Journal Not Found
Can the bacterial community of a high arctic glacier surface escape viral control?,11.69
Spatial random slope multilevel modeling using multivariate conditional autoregressive models: A case study of subjective travel satisfaction in Beijing,13.93
Mesoporous tertiary oxides via a novel amphiphilic approach,Journal Not Found
Neointima development in externally stented saphenous vein grafts,4.47
Nodal intersections for random waves on the 3-dimensional torus,3.21
Sushi barcoding in the UK: Another kettle of fish,16.88
Fast Bayesian identification of a class of elastic weakly nonlinear systems using backbone curves,13.7
Deficiency of GABAergic synaptic inhibition in the Kölliker-Fuse area underlies respiratory dysrhythmia in a mouse model of Rett syndrome,21.94
Understanding vulnerability to selfharm in times of economic hardship and austerity: A qualitative study,17.09
Cohesive/adhesive failure interaction in ductile adhesive joints Part II: Quasi-static and fatigue analysis of double lap-joint specimens subjected to through-thickness compressive loading,10.9
The design and implementation of a study to investigate the effectiveness of community vs hospital eye service follow-up for patients with neovascular age-related macular degeneration with quiescent disease,6.06
Constituency campaigning and canvassing for support at the 2011 national assembly of wales election,5.06
A method to implement the reservoir-wave hypothesis using phase-contrast magnetic resonance imaging,Journal Not Found
Does the seal licensing system in Scotland have a negative impact on seal welfare?,Journal Not Found
"Determining stroke onset time using quantitative MRI: High accuracy, sensitivity and specificity obtained from magnetic resonance relaxation times",Journal Not Found
Randomised controlled pilot study to assess the feasibility of a Mediterranean Portfolio dietary intervention for cardiovascular risk reduction in HIV dyslipidaemia: A study protocol,6.09
Influence of solvent polarity on the structure of drop-cast electroactive tetra(aniline)-surfactant thin films,9.54
"Gas phase complexes of H3N⋯CuF and H3N⋯CuI studied by rotational spectroscopy and: Ab initio calculations: The effect of X (X = F, Cl, Br, I) in OC⋯CuX and H3N⋯CuX",13.54
Random Matrix Ensembles with Singularities and a Hierarchy of Painlevé III Equations,11.47
Activation of Muscarinic M1 Acetylcholine Receptors Induces Long-Term Potentiation in the Hippocampus,43.37
Overcoming naphthoquinone deactivation: Rhodium-catalyzed C-5 selective C-H iodination as a gateway to functionalized derivatives,28.04
Risk of reproductive complications following chlamydia testing: a population-based retrospective cohort study in Denmark,22.31
Adverse childhood experiences: Prevalence and related factors in adolescents of a Brazilian birth cohort,16.6
What is the probability that a random integral quadratic form in nvariables has an integral zero?,7.47
Quantifying peripheral and foveal perceived differences in natural image patches to predict visual search performance,3.47
Photochemically modified diamond-like carbon surfaces for neural interfaces,10.52
Why marine phytoplankton calcify,Journal Not Found
Could In-Home Sensors Surpass Human Observation of People with Parkinson's at High Risk of Falling? An Ethnographic Study,7.05
"Comparative effects of overproducing the AraC-type transcriptional regulators MarA, SoxS, RarA and RamA on antimicrobial drug susceptibility in Klebsiella pneumoniae",14.84
Objectively measured physical activity and sedentary time: Cross-sectional and prospective associations with adiposity in the millennium cohort study,14.09
Adapting to time: Duration channels do not mediate human time perception,8.47
Telehealth for patients at high risk of cardiovascular disease: Pragmatic randomised controlled trial,14.01
Anatomy and Osteohistology of the basal hadrosaurid dinosaur Eotrachodon from the uppermost Santonian (Cretaceous) of southern appalachia,10.88
Certain aspects of holomorphic function theory on some genus-zero arithmetic groups,4.3
Clustered randomised controlled trial of two education interventions designed to increase physical activity and well-being of secondary school students: The MOVE Project,14.09
Membrane protein insertion and assembly by the bacterial holo-Translocon SecYEG-SecDF-YajC-YidC,20.12
Oxygen reduction reaction at LaxCa1-xMnO3 nanostructures: Interplay between A-site segregation and B-site valency,24.97
Understanding tensions and identifying clinician agreement on improvements to early-stage chronic kidney disease monitoring in primary care: A qualitative study,8.09
A method to assess localized impact of better floodplain topography on flood risk prediction,2.65
